House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
14,White Station,Tina,Clarke,86,Head,Married,Female,"Retired Engineer, automotive",None,None
14,White Station,Vincent,Clarke,88,Husband,Married,Male,Retired Higher education careers adviser,None,None
15,White Station,Rosemary,Phillips,27,Head,Married,Female,Arboriculturist,None,None
15,White Station,Kyle,Phillips,25,Husband,Married,Male,"Surveyor, building control",None,None
16,White Station,Glenn,Walton,55,Head,Single,Male,Fisheries officer,None,Christian
17,White Station,Lydia,Hill,77,Head,Married,Female,Retired Further education lecturer,None,Christian
17,White Station,Paul,Hill,78,Husband,Married,Male,Retired Television floor manager,None,Christian
18,White Station,Jasmine,Burton,20,Head,Single,Female,University Student,None,Methodist
18,White Station,Brian,Taylor,19,None,Single,Male,University Student,None,None
18,White Station,Lewis,Clark,20,None,Single,Male,University Student,None,None
19,White Station,Marian,Hamilton,66,Head,Married,Female,Chief of Staff,None,Christian
19,White Station,Gary,Hamilton,70,Husband,Married,Male,"Retired Programmer, systems",None,None
20,White Station,Stewart,Jones,20,Head,Single,Male,University Student,None,Sikh
20,White Station,Angela,Smith,24,Partner,Single,Female,"Designer, industrial/product",None,Sikh
21,White Station,Sheila,Hanson,52,Head,Single,Female,Market researcher,None,Christian
21,White Station,Damian,Booth,53,Partner,Single,Male,"Buyer, retail",None,Christian
22,White Station,Charles,Perry,25,Head,Single,Male,Unemployed,None,Baptist
1,Day Lane,Melanie,Fox,77,Head,Widowed,Female,Unemployed,None,None
2,Day Lane,Joanne,Savage,84,Head,Married,Female,Retired Chief Financial Officer,None,None
2,Day Lane,Jonathan,Savage,86,Husband,Married,Male,Retired Intelligence analyst,None,None
3,Day Lane,Marian,Baker,32,Head,Single,Female,"Teacher, music",None,None
3,Day Lane,Nicholas,Thorpe,32,Partner,Single,Male,"Surveyor, building control",None,None
3,Day Lane,Gordon,Baker,3,Son,NA,Male,Child,None,NA
3,Day Lane,Tony,Baker,3,Son,NA,Male,Child,None,NA
4,Day Lane,Dorothy,Cartwright,19,Head,Single,Female,University Student,None,None
4,Day Lane,Carolyn,Davies,20,None,Single,Female,University Student,None,Muslim
4,Day Lane,Bruce,Price,21,None,Single,Male,University Student,None,None
4,Day Lane,Kyle,Wilkinson,19,None,Single,Male,University Student,None,None
4,Day Lane,Glen,Green,22,None,Single,Male,University Student,None,None
5,Day Lane,Frances,Marshall,50,Head,Single,Female,Make,None,Catholic
5,Day Lane,Ricky,Holland,53,Partner,Single,Male,Unemployed,None,Catholic
6,Day Lane,Amber,Harris,48,Head,Divorced,Female,Ranger/warden,None,None
6,Day Lane,Michael,Harris,20,Son,Single,Male,University Student,None,None
6,Day Lane,Joan,Harris,16,Daughter,NA,Female,Student,None,NA
7,Day Lane,Brandon,Bishop,46,Head,Married,Male,Applications developer,None,Christian
7,Day Lane,Kerry,Bishop,42,Wife,Married,Female,Museum/gallery conservator,None,Christian
7,Day Lane,Abbie,Bishop,12,Step-Daughter,NA,Female,Student,None,NA
8,Day Lane,Lorraine,Kent,33,Head,Married,Female,Intelligence analyst,None,Catholic
8,Day Lane,Russell,Kent,36,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
8,Day Lane,Robin,Kent,16,Son,NA,Male,Student,None,NA
9,Day Lane,Nicole,Jenkins-Davis,52,Head,Single,Female,Podiatrist,None,Christian
9,Day Lane,Charlie,Jenkins-Davis,1,Son,NA,Male,Child,None,NA
10,Day Lane,Jane,Barry,45,Head,Single,Female,Horticultural consultant,None,None
10,Day Lane,Neil,Barry,11,Son,NA,Male,Student,None,NA
11,Day Lane,Toby,Holden,57,Head,Single,Male,"Journalist, broadcasting",None,None
11,Day Lane,Garry,Rowley,44,None,Single,Male,Barrister,None,Catholic
12,Day Lane,Ashleigh,Walsh,36,Head,Single,Female,Haematologist,None,None
13,Day Lane,Stuart,Williams,25,Head,Married,Male,Museum/gallery conservator,None,None
13,Day Lane,Lauren,Williams,27,Wife,Married,Female,Leisure centre manager,None,None
14,Day Lane,Kathleen,Elliott,82,Head,Widowed,Female,Unemployed,None,Christian
14,Day Lane,Cameron,Elliott,39,Son,Divorced,Male,"Psychotherapist, child",None,Christian
14,Day Lane,Alice,Elliott,35,Daughter,Single,Female,Lobbyist,None,Christian
14,Day Lane,Jennifer,Elliott,32,Daughter,Divorced,Female,Environmental health practitioner,None,Christian
15,Day Lane,Amanda,Clements,36,Head,Divorced,Female,Unemployed,None,Catholic
15,Day Lane,Jane,Butler-Clements,11,Daughter,NA,Female,Student,None,NA
15,Day Lane,Abbie,Butler-Clements,11,Daughter,NA,Female,Student,None,NA
15,Day Lane,Yvonne,Butler-Clements,11,Daughter,NA,Female,Student,None,NA
15,Day Lane,Hilary,Butler-Clements,7,Daughter,NA,Female,Student,None,NA
16,Day Lane,Lynda,Richards,39,Head,Single,Female,Unemployed,None,None
16,Day Lane,Jennifer,Richards,2,Daughter,NA,Female,Child,None,NA
16,Day Lane,Barry,Richards,0,Son,NA,Male,Child,None,NA
17,Day Lane,Pauline,Lee,80,Head,Married,Female,Retired Television camera operator,None,None
17,Day Lane,Ben,Lee,82,Husband,Married,Male,Retired Geographical information systems officer,None,None
18,Day Lane,Marian,Ahmed,31,Head,Single,Female,"Librarian, public",None,None
18,Day Lane,Gary,Morris,33,Partner,Single,Male,Unemployed,None,None
19,Day Lane,Pauline,Moore,31,Head,Married,Female,"Civil engineer, consulting",None,None
19,Day Lane,Abdul,Moore,32,Husband,Married,Male,Garment/textile technologist,None,None
20,Day Lane,Fiona,Hughes,42,Head,Single,Female,Fisheries officer,None,Catholic
20,Day Lane,Carol,Hughes,2,Daughter,NA,Female,Child,None,NA
20,Day Lane,Christine,Hughes,2,Daughter,NA,Female,Child,None,NA
20,Day Lane,Frank,Wilson,26,Lodger,Divorced,Male,Homeopath,None,Muslim
20,Day Lane,Benjamin,Andrews,35,Lodger,Single,Male,Mental health nurse,None,Catholic
21,Day Lane,Max,Armstrong,22,Head,Married,Male,University Student,None,Methodist
21,Day Lane,Angela,Armstrong,19,Wife,Married,Female,University Student,None,Methodist
22,Day Lane,Caroline,Johnson,52,Head,Divorced,Female,Unemployed,None,Christian
22,Day Lane,Luke,Johnson,18,Son,Single,Male,Student,None,Christian
23,Day Lane,Victor,Atkinson,52,Head,Married,Male,Primary school teacher,None,Methodist
23,Day Lane,Jean,Atkinson,48,Wife,Married,Female,Air traffic controller,None,None
23,Day Lane,Emily,Atkinson,7,Granddaughter,NA,Female,Student,None,NA
23,Day Lane,Irene,Stephenson,5,Granddaughter,NA,Female,Student,None,NA
23,Day Lane,Amy,Davis,1,Granddaughter,NA,Female,Child,None,NA
24,Day Lane,Danielle,Lees,33,Head,Single,Female,Veterinary surgeon,None,Christian
24,Day Lane,Dominic,Booth,35,Partner,Single,Male,"Pharmacist, hospital",None,Christian
25,Day Lane,Shane,Ryan,43,Head,Married,Male,Child psychotherapist,None,Catholic
25,Day Lane,Ashleigh,Ryan,41,Wife,Married,Female,TEFL teacher,None,Catholic
26,Day Lane,Geoffrey,Black,35,Head,Divorced,Male,Medical sales representative,None,Methodist
26,Day Lane,Sophie,Foster-Black,3,Step-Daughter,NA,Female,Child,None,NA
27,Day Lane,Mathew,Roberts,28,Head,Single,Male,"Sound technician, broadcasting/film/video",None,Methodist
27,Day Lane,Carly,Smith,34,None,Single,Female,Charity fundraiser,None,Catholic
28,Day Lane,Clare,Robinson,38,Head,Married,Female,Unemployed,None,Muslim
28,Day Lane,Leslie,Robinson,40,Husband,Married,Male,Seismic interpreter,None,Muslim
28,Day Lane,Hilary,Robinson,12,Daughter,NA,Female,Student,None,NA
29,Day Lane,Alexandra,Powell,41,Head,Married,Female,"Teacher, special educational needs",None,Catholic
29,Day Lane,Josh,Powell,48,Husband,Married,Male,Insurance broker,None,Catholic
30,Day Lane,Christine,Porter,34,Head,Single,Female,Clinical molecular geneticist,None,Catholic
30,Day Lane,Stuart,Porter,0,Son,NA,Male,Child,None,NA
30,Day Lane,Gareth,Newman,60,Sibling,Single,Male,Research scientist (maths),None,Christian
30,Day Lane,Catherine,Hall,19,Lodger,Single,Female,Musician,None,Christian
30,Day Lane,Joel,Barker,19,Lodger,Single,Male,Planning and development surveyor,None,None
31,Day Lane,Stanley,Hooper,60,Head,Single,Male,Personnel officer,None,Christian
31,Day Lane,Shannon,O'Brien,59,Partner,Single,Female,Unemployed,None,Christian
32,Day Lane,Bradley,Newton,47,Head,Married,Male,"Buyer, industrial",None,Catholic
32,Day Lane,Yvonne,Newton,46,Wife,Married,Female,"Geneticist, molecular",None,None
32,Day Lane,Jamie,Newton,17,Son,NA,Male,Student,None,NA
32,Day Lane,Helen,Newton,13,Daughter,NA,Female,Student,None,NA
32,Day Lane,Henry,Newton,12,Son,NA,Male,Student,None,NA
33,Day Lane,Christopher,Dawson,60,Head,Divorced,Male,Unemployed,None,Christian
33,Day Lane,Declan,Dawson,29,Son,Divorced,Male,Dance movement psychotherapist,None,Christian
33,Day Lane,Stewart,Dawson,25,Son,Single,Male,Associate Professor,None,Christian
34,Day Lane,Barry,Fox,36,Head,Married,Male,Housing manager/officer,None,None
34,Day Lane,Sharon,Fox,33,Wife,Married,Female,"Nurse, adult",None,None
35,Day Lane,Rosie,Robertson,28,Head,Divorced,Female,Charity officer,None,Catholic
36,Day Lane,James,Fletcher,26,Head,Single,Male,"Therapist, sports",None,Catholic
36,Day Lane,Dawn,Tucker,21,Partner,Single,Female,University Student,None,Catholic
37,Day Lane,Glenn,Adams,50,Head,Divorced,Male,Exhibition designer,None,None
38,Day Lane,Richard,Powell,32,Head,Married,Male,"Therapist, occupational",None,None
38,Day Lane,Alice,Powell,30,Wife,Married,Female,Personal assistant,None,None
39,Day Lane,Ross,Robinson,72,Head,Widowed,Male,"Retired Teacher, adult education",None,Catholic
40,Day Lane,Alice,Gardner,55,Head,Married,Female,Environmental health practitioner,None,Catholic
40,Day Lane,Joel,Gardner,61,Husband,Married,Male,Product/process development scientist,None,None
41,Day Lane,Joyce,Davies,32,Head,Married,Female,Music therapist,None,None
41,Day Lane,Russell,Davies,31,Husband,Married,Male,Building services engineer,None,None
42,Day Lane,Georgina,Rowley,81,Head,Married,Female,"Retired Engineer, technical sales",None,Catholic
42,Day Lane,Albert,Rowley,83,Husband,Married,Male,Retired Regulatory affairs officer,None,Catholic
43,Day Lane,Roy,Morris,32,Head,Single,Male,"Programmer, multimedia",None,Catholic
44,Day Lane,Jemma,Taylor,41,Head,Married,Female,"Horticulturist, commercial",None,Christian
44,Day Lane,Liam,Taylor,45,Husband,Married,Male,"Nurse, children's",None,None
44,Day Lane,June,Taylor,14,Daughter,NA,Female,Student,None,NA
45,Day Lane,Gerald,Rogers,53,Head,Married,Male,"Designer, ceramics/pottery",None,Christian
45,Day Lane,Claire,Rogers,50,Wife,Married,Female,Politician's assistant,None,None
46,Day Lane,Jane,Martin,61,Head,Divorced,Female,Unemployed,None,Christian
46,Day Lane,Edward,Martin,17,Son,NA,Male,Student,None,NA
46,Day Lane,Charlie,Martin,11,Son,NA,Male,Student,None,NA
46,Day Lane,Kelly,Martin,7,Daughter,NA,Female,Student,None,NA
46,Day Lane,Angela,Martin,3,Daughter,NA,Female,Child,None,NA
47,Day Lane,Diane,Murphy,54,Head,Single,Female,Mudlogger,None,Methodist
47,Day Lane,Anna,Murphy,33,Daughter,Single,Female,Barrister's clerk,None,Methodist
48,Day Lane,Dorothy,Wilkinson,32,Head,Single,Female,IT sales professional,None,Catholic
49,Day Lane,Melissa,Lewis,32,Head,Married,Female,Data scientist,None,None
49,Day Lane,Benjamin,Lewis,37,Husband,Married,Male,Public relations officer,None,None
49,Day Lane,Emma,Lewis,9,Daughter,NA,Female,Student,Disabled,NA
50,Day Lane,Raymond,Alexander,72,Head,Divorced,Male,"Retired Engineer, mining",None,Christian
51,Day Lane,Mitchell,Williamson,56,Head,Married,Male,Fine artist,None,Catholic
51,Day Lane,Andrea,Williamson,50,Wife,Married,Female,Homeopath,None,None
52,Day Lane,Zoe,Butler,33,Head,Married,Female,Museum/gallery curator,None,None
52,Day Lane,Sam,Butler,35,Husband,Married,Male,Writer,None,None
53,Day Lane,Jane,Dean,33,Head,Married,Female,Legal secretary,None,Catholic
53,Day Lane,Trevor,Dean,34,Husband,Married,Male,Psychotherapist,None,Catholic
53,Day Lane,Anthony,Dean,17,Son,NA,Male,Student,None,NA
54,Day Lane,Deborah,Hobbs,21,Head,Married,Female,University Student,None,Catholic
54,Day Lane,Lawrence,Hobbs,21,Husband,Married,Male,University Student,None,None
55,Day Lane,Jacqueline,Gordon,65,Head,Married,Female,General practice doctor,None,None
55,Day Lane,Patrick,Gordon,70,Husband,Married,Male,Retired Television camera operator,None,None
55,Day Lane,Brandon,Gordon,20,Son,Single,Male,University Student,None,None
55,Day Lane,Natasha,Gordon,18,Daughter,Divorced,Female,Student,None,None
56,Day Lane,Sandra,Robinson,22,Head,Divorced,Female,University Student,None,Christian
57,Day Lane,Kyle,Gregory,72,Head,Widowed,Male,Retired Academic librarian,None,None
58,Day Lane,Amanda,Griffin,68,Head,Widowed,Female,Retired Hydrologist,None,Christian
58,Day Lane,Benjamin,Griffin,45,Son,Single,Male,Research scientist (maths),None,None
58,Day Lane,Rebecca,Griffin,44,Daughter,Single,Female,"Sound technician, broadcasting/film/video",None,None
59,Day Lane,Susan,Turner,102,Head,Married,Female,Retired Homeopath,None,Christian
59,Day Lane,Robert,Turner,105,Husband,Married,Male,Retired Commercial/residential surveyor,None,Christian
1,Brookes Drive,Robin,Jackson,73,Head,Widowed,Male,Retired Hospital pharmacist,None,Methodist
2,Brookes Drive,Maureen,Kirby,37,Head,Divorced,Female,Science writer,None,Methodist
2,Brookes Drive,Rosemary,Kirby,9,Daughter,NA,Female,Student,None,NA
3,Brookes Drive,Marilyn,Lewis,43,Head,Single,Female,"Doctor, hospital",None,Catholic
4,Brookes Drive,Andrew,Murphy,27,Head,Single,Male,"Scientist, product/process development",None,Catholic
5,Brookes Drive,Heather,Rowe,19,Head,Single,Female,University Student,None,Catholic
6,Brookes Drive,Jeremy,Tomlinson,69,Head,Married,Male,Retired Fashion designer,None,Christian
6,Brookes Drive,Ruth,Tomlinson,74,Wife,Married,Female,Retired Theatre director,None,Christian
7,Brookes Drive,John,Davis,86,Head,Single,Male,Unemployed,None,None
8,Brookes Drive,Heather,Austin,27,Head,Single,Female,Art therapist,None,Christian
8,Brookes Drive,Lawrence,Austin,9,Son,NA,Male,Student,None,NA
8,Brookes Drive,Samantha,Andrews,7,Daughter,NA,Female,Student,None,NA
9,Brookes Drive,Andrea,Brennan,24,Head,Single,Female,Veterinary surgeon,None,Christian
10,Brookes Drive,Nicole,Fletcher,74,Head,Divorced,Female,Retired Dentist,None,Christian
11,Brookes Drive,Hilary,Thompson,54,Head,Married,Female,"Programmer, applications",None,Christian
11,Brookes Drive,Gerald,Thompson,56,Husband,Married,Male,Technical brewer,None,None
12,Brookes Drive,Bryan,Dixon,52,Head,Single,Male,Operational researcher,None,None
12,Brookes Drive,Raymond,Perkins,30,None,Single,Male,Broadcast engineer,None,Muslim
12,Brookes Drive,Lee,Herbert,37,None,Single,Male,Clinical research associate,None,Jewish
13,Brookes Drive,Harriet,Donnelly,44,Head,Single,Female,"Conservator, museum/gallery",None,Catholic
13,Brookes Drive,Sara,Donnelly,17,Daughter,NA,Female,Student,None,NA
14,Brookes Drive,Mathew,Ball,86,Head,Single,Male,Retired Copy,None,None
15,Brookes Drive,Paige,Bevan,81,Head,Widowed,Female,Retired Editorial assistant,None,Christian
16,Brookes Drive,Ellie,Brooks,57,Head,Single,Female,Field trials officer,None,Christian
16,Brookes Drive,Kieran,Smith,59,Partner,Single,Male,Metallurgist,None,Christian
17,Brookes Drive,Iain,Baker,52,Head,Single,Male,Graphic designer,None,Methodist
18,Brookes Drive,Zoe,Powell,87,Head,Widowed,Female,Retired Government social research officer,None,Christian
19,Brookes Drive,Aimee,Parker,41,Head,Married,Female,Child psychotherapist,None,None
19,Brookes Drive,Victor,Parker,42,Husband,Married,Male,Pathologist,None,None
19,Brookes Drive,Danielle,Parker,8,Daughter,NA,Female,Student,None,NA
20,Brookes Drive,Darren,Haynes,47,Head,Single,Male,Optometrist,None,Catholic
20,Brookes Drive,Megan,Rees,47,None,Single,Female,Firefighter,None,None
20,Brookes Drive,Maurice,Ali,60,None,Single,Male,Trade mark attorney,None,Christian
21,Brookes Drive,Karl,Campbell,31,Head,Single,Male,"Psychotherapist, dance movement",None,None
21,Brookes Drive,Carly,Phillips,27,Partner,Single,Female,Theme park manager,None,None
22,Brookes Drive,Bruce,Stokes,55,Head,Single,Male,"Buyer, retail",None,Sikh
23,Brookes Drive,Joanne,Myers,37,Head,Married,Female,"Research officer, trade union",None,None
23,Brookes Drive,Douglas,Myers,40,Husband,Married,Male,Printmaker,None,None
23,Brookes Drive,Liam,Myers,0,Son,NA,Male,Child,None,NA
24,Brookes Drive,Jane,Holmes,97,Head,Widowed,Female,Retired Tourism officer,None,None
25,Brookes Drive,Aaron,Hall,65,Head,Divorced,Male,Network engineer,None,Christian
26,Brookes Drive,Hugh,White,73,Head,Widowed,Male,Retired Clinical molecular geneticist,None,Catholic
27,Brookes Drive,Mary,Williams,61,Head,Single,Female,Civil Service fast streamer,None,Christian
27,Brookes Drive,Kenneth,Evans,62,Partner,Single,Male,Plant breeder/geneticist,None,Christian
28,Brookes Drive,Liam,Porter,67,Head,Widowed,Male,Unemployed,None,Christian
29,Brookes Drive,Marie,Wright,24,Head,Single,Female,"Production assistant, television",None,Methodist
30,Brookes Drive,Neil,Jones,46,Head,Divorced,Male,Graphic designer,None,None
31,Brookes Drive,Kieran,Begum,85,Head,Divorced,Male,Retired Location manager,None,Christian
32,Brookes Drive,Caroline,Hall,34,Head,Divorced,Female,"Presenter, broadcasting",None,None
33,Brookes Drive,Joyce,Whitehead,61,Head,Single,Female,"Journalist, newspaper",None,None
34,Brookes Drive,Albert,Smith,32,Head,Single,Male,Dramatherapist,None,Christian
34,Brookes Drive,Leigh,Rees,38,None,Single,Male,Furniture conservator/restorer,None,Methodist
34,Brookes Drive,Jill,Dean,40,None,Single,Female,Chiropodist,None,Methodist
35,Brookes Drive,Matthew,Howell,28,Head,Divorced,Male,Manufacturing engineer,None,Christian
36,Brookes Drive,Charlotte,Francis,35,Head,Married,Female,Unemployed,None,Christian
36,Brookes Drive,Steven,Francis,37,Husband,Married,Male,Immigration officer,None,None
36,Brookes Drive,Eileen,Jackson,64,Lodger,Single,Female,"Optician, dispensing",None,Christian
37,Brookes Drive,Yvonne,Watts,26,Head,Married,Female,Academic librarian,None,None
37,Brookes Drive,Dominic,Watts,30,Husband,Married,Male,Seismic interpreter,None,None
1,Cooper Rest,Harry,Powell,69,Head,Married,Male,"Retired Geneticist, molecular",None,Methodist
1,Cooper Rest,Mandy,Powell,62,Wife,Married,Female,Financial controller,None,Methodist
2,Cooper Rest,Reece,Jones,84,Head,Married,Male,"Retired Merchandiser, retail",None,Methodist
2,Cooper Rest,Shannon,Jones,78,Wife,Married,Female,Retired Recycling officer,None,Methodist
2,Cooper Rest,Oliver,Jones,1,Grandson,NA,Male,Child,None,NA
3,Cooper Rest,Brenda,Reid,30,Head,Single,Female,"Research officer, government",None,Christian
3,Cooper Rest,Clare,Reid,4,Daughter,NA,Female,Child,None,NA
4,Cooper Rest,Matthew,Williams,23,Head,Single,Male,Dispensing optician,None,Muslim
5,Cooper Rest,Alan,Potts,28,Head,Single,Male,Science writer,None,None
5,Cooper Rest,Donna,Owen,23,Partner,Single,Female,Biomedical engineer,None,None
6,Cooper Rest,Geoffrey,Herbert,60,Head,Single,Male,"Research officer, political party",None,None
7,Cooper Rest,Emma,Hayward,58,Head,Divorced,Female,Conference centre manager,None,None
8,Cooper Rest,Simon,Collins,26,Head,Single,Male,Purchasing manager,None,None
8,Cooper Rest,David,Dale,23,Partner,Single,Male,Fast food restaurant manager,None,None
9,Cooper Rest,Bernard,Evans,42,Head,Single,Male,Holiday representative,None,None
10,Cooper Rest,Julia,Jones,40,Head,Married,Female,Psychiatric nurse,None,Christian
10,Cooper Rest,Gordon,Jones,41,Husband,Married,Male,Analytical chemist,None,None
10,Cooper Rest,Mohamed,Jones,16,Son,NA,Male,Student,None,NA
11,Cooper Rest,Wendy,Heath,44,Head,Single,Female,Risk manager,None,Christian
12,Cooper Rest,Lynne,Morton,84,Head,Widowed,Female,"Retired Accountant, chartered management",None,Christian
1,Canterbury Street,Stacey,Farrell,42,Head,Married,Female,Historic buildings inspector/conservation officer,None,Catholic
1,Canterbury Street,Jamie,Farrell,45,Husband,Married,Male,Geographical information systems officer,None,Catholic
2,Canterbury Street,Kirsty,Gardner,76,Head,Widowed,Female,Retired Trade mark attorney,None,None
3,Canterbury Street,Dawn,Robinson,67,Head,Divorced,Female,"Conservator, museum/gallery",None,None
4,Canterbury Street,Fiona,Barnett,39,Head,Divorced,Female,Dance movement psychotherapist,None,Christian
5,Canterbury Street,Patrick,Abbott,31,Head,Single,Male,Wellsite geologist,None,Methodist
6,Canterbury Street,Shane,Taylor,36,Head,Married,Male,Haematologist,None,Methodist
6,Canterbury Street,Bethan,Taylor,35,Wife,Married,Female,Hydrographic surveyor,None,Methodist
6,Canterbury Street,Abdul,Taylor,11,Son,NA,Male,Student,None,NA
7,Canterbury Street,Margaret,Jenkins,33,Head,Divorced,Female,Unemployed,None,Muslim
7,Canterbury Street,Gavin,Jenkins,5,Son,NA,Male,Student,None,NA
8,Canterbury Street,Amy,Taylor,20,Head,Single,Female,Medical illustrator,None,None
9,Canterbury Street,Amelia,Harris,20,Head,Divorced,Female,University Student,None,None
10,Canterbury Street,Nicholas,Miles,81,Head,Divorced,Male,"Retired Conservation officer, historic buildings",None,None
11,Canterbury Street,Elliott,Sanderson,46,Head,Single,Male,Newspaper journalist,None,None
12,Canterbury Street,Albert,Greenwood,37,Head,Single,Male,Further education lecturer,None,None
12,Canterbury Street,Luke,Greenwood,13,Son,NA,Male,Student,None,NA
12,Canterbury Street,Gerard,Greenwood,11,Son,NA,Male,Student,None,NA
13,Canterbury Street,Lorraine,Hill,30,Head,Divorced,Female,Unemployed,None,Catholic
14,Canterbury Street,Marie,Roberts,64,Head,Single,Female,Agricultural engineer,None,None
15,Canterbury Street,Lydia,Thompson,49,Head,Single,Female,Ceramics designer,None,Christian
16,Canterbury Street,Antony,Howarth,84,Head,Widowed,Male,Retired Hydrographic surveyor,None,None
17,Canterbury Street,Scott,Marshall,24,Head,Widowed,Male,Land,None,Christian
18,Canterbury Street,Ryan,Clark,72,Head,Widowed,Male,"Retired Biochemist, clinical",None,None
19,Canterbury Street,Martin,Smith,37,Head,Single,Male,Petroleum engineer,None,None
20,Canterbury Street,Kimberley,Riley,82,Head,Single,Female,Retired Media planner,None,Christian
21,Canterbury Street,Garry,White,23,Head,Divorced,Male,"Radiographer, diagnostic",None,None
21,Canterbury Street,Colin,Hussain,32,None,Single,Male,"Teacher, primary school",None,None
21,Canterbury Street,Francis,Robson,32,None,Single,Male,Unemployed,None,None
22,Canterbury Street,David,Stevens,38,Head,Single,Male,Fisheries officer,None,Methodist
23,Canterbury Street,Leon,Wilkinson,84,Head,Widowed,Male,Retired Town planner,None,Christian
24,Canterbury Street,Terry,Grant,47,Head,Single,Male,"Engineer, land",None,Methodist
25,Canterbury Street,Joel,May,73,Head,Widowed,Male,Retired Photographer,None,Christian
26,Canterbury Street,Kathleen,Whittaker,82,Head,Married,Female,Retired Freight forwarder,None,None
26,Canterbury Street,Sam,Whittaker,81,Husband,Married,Male,Retired Paediatric nurse,None,None
27,Canterbury Street,Lydia,Carr,42,Head,Married,Female,"Designer, fashion/clothing",None,Christian
27,Canterbury Street,Kieran,Carr,48,Husband,Married,Male,Youth worker,None,Christian
27,Canterbury Street,Frank,Carr,9,Son,NA,Male,Student,None,NA
28,Canterbury Street,Carl,Jenkins,27,Head,Single,Male,Clinical molecular geneticist,None,None
29,Canterbury Street,Elliot,James,86,Head,Widowed,Male,Retired Paramedic,None,Christian
30,Canterbury Street,Glen,White,37,Head,Single,Male,Homeopath,None,None
30,Canterbury Street,Norman,Myers,26,None,Single,Male,"Embryologist, clinical",None,None
30,Canterbury Street,Frederick,Jackson,32,None,Single,Male,"Engineer, building services",None,None
31,Canterbury Street,Josephine,Young,34,Head,Married,Female,Camera operator,None,Methodist
31,Canterbury Street,Gordon,Young,37,Husband,Married,Male,"Programmer, systems",None,Methodist
31,Canterbury Street,Karen,Young,12,Daughter,NA,Female,Student,None,NA
31,Canterbury Street,Beverley,Young,11,Daughter,NA,Female,Student,None,NA
32,Canterbury Street,Michelle,Stone-Miles,34,Head,Divorced,Female,Industrial/product designer,None,Christian
32,Canterbury Street,Elliot,Stone-Miles,9,Son,NA,Male,Student,None,NA
33,Canterbury Street,Dale,Murphy,96,Head,Single,Male,Retired Catering manager,None,Christian
34,Canterbury Street,Glen,Fox,35,Head,Divorced,Male,Retail merchandiser,None,Catholic
1,Grace Lane,Roger,Shaw,79,Head,Married,Male,Retired Retail banker,None,None
1,Grace Lane,Donna,Shaw,73,Wife,Married,Female,Retired Music therapist,None,None
2,Grace Lane,Francesca,Hewitt,26,Head,Married,Female,"Engineer, electronics",None,None
2,Grace Lane,Charlie,Hewitt,31,Husband,Married,Male,Ship broker,None,None
3,Grace Lane,Kayleigh,Simpson,30,Head,Single,Female,Orthoptist,None,None
3,Grace Lane,Hannah,Simpson,4,Daughter,NA,Female,Child,None,NA
3,Grace Lane,Katie,Thomas,58,Lodger,Divorced,Female,Airline pilot,None,Christian
3,Grace Lane,Rachael,Jones,39,Visitor,Single,Female,Ranger/warden,None,Christian
3,Grace Lane,Norman,Woodward,29,Lodger,Divorced,Male,Video editor,None,Muslim
4,Grace Lane,Naomi,Burton,32,Head,Single,Female,"Therapist, occupational",None,None
5,Grace Lane,Ann,Hill,46,Head,Married,Female,Unemployed,None,None
5,Grace Lane,Clifford,Hill,48,Husband,Married,Male,"Engineer, agricultural",None,None
5,Grace Lane,Thomas,Hill,17,Son,NA,Male,Student,None,NA
6,Grace Lane,Teresa,Evans,68,Head,Married,Female,Retired Games developer,None,Christian
6,Grace Lane,Ross,Evans,72,Husband,Married,Male,Retired Insurance account manager,None,None
7,Grace Lane,Joyce,Brown,40,Head,Single,Female,"Education officer, environmental",None,Christian
7,Grace Lane,Vincent,Davidson,44,Partner,Single,Male,Professor Emeritus,None,Christian
8,Grace Lane,Joyce,Evans,37,Head,Single,Female,"Administrator, local government",None,Christian
8,Grace Lane,Eric,Evans-Kirby,37,Partner,Single,Male,"Therapist, drama",None,Christian
8,Grace Lane,Bethan,Evans-Kirby,12,Daughter,NA,Female,Student,None,NA
8,Grace Lane,Russell,Evans-Kirby,11,Son,NA,Male,Student,None,NA
9,Grace Lane,Callum,Jones,70,Head,Married,Male,Retired Press photographer,None,Christian
9,Grace Lane,Diane,Jones,68,Wife,Married,Female,Retired Interior and spatial designer,None,Christian
9,Grace Lane,Carol,Jones,3,Granddaughter,NA,Female,Child,None,NA
10,Grace Lane,Yvonne,Harrison,23,Head,Single,Female,Music tutor,None,Catholic
11,Grace Lane,Victoria,Spencer,43,Head,Single,Female,Building services engineer,None,None
12,Grace Lane,Beverley,Brown,66,Head,Married,Female,Unemployed,None,Methodist
12,Grace Lane,Trevor,Patel,68,Husband,Married,Male,Retired Physiotherapist,None,None
12,Grace Lane,Molly,Brown,14,Granddaughter,NA,Female,Student,None,NA
13,Grace Lane,Kayleigh,Gordon,41,Head,Single,Female,Unemployed,None,None
13,Grace Lane,Robert,French,5,Son,NA,Male,Student,None,NA
13,Grace Lane,Matthew,Patel,56,Lodger,Single,Male,"Administrator, arts",None,Christian
